Species,Owner,Country.of.Origin,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Month,Grading.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration.Month,Expiration.Year,Certification.Body
Arabica,"Exportadora Atlantic, S.A.",Nicaragua,exportadora atlantic s.a,1200,"dipilto, nueva segovia",GONZALO CASTILLO,275,69,Instituto Hondureño del Café,2016,March,2017,,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,81.17,0.09,0,0,Green,7,March,2018,Instituto Hondureño del Café
Arabica,Immaculata John,"Tanzania, United Republic Of",mviwambi coffee farm,1050,"ruvuma, mbinga",Immaculata John,100,60,Africa Fine Coffee Association,2015,November,2015,Bourbon,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,81.17,0.12,0,0,Green,2,November,2016,Africa Fine Coffee Association
Arabica,ANDREAS KUSSMAUL,Mexico,exportadora café california,1200,"chiapas, jaltenango",Exportadora Café California,275,1,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,June,2015,Caturra,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,81.17,0.12,0,0,Green,10,June,2016,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.
Arabica,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",Costa Rica,"cafetalera internacional cafinter, s.a.",1300,tres rios,JOSE FRANCISCO GONZALEZ,275,18975,Specialty Coffee Association of Costa Rica,2015,May,2015,Caturra,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,81.17,0.11,0,0,Bluish-Green,0,May,2016,Specialty Coffee Association of Costa Rica
Arabica,,Honduras,cigrah,1450,central region,Reinerio Zepeda,275,1,Instituto Hondureño del Café,2015,March,2015,Catuai,Natural / Dry,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,81.17,0.13,0,0,Green,1,March,2016,Instituto Hondureño del Café
Arabica,松澤宏樹 Koju Matsuzawa,Thailand,"coffeas co., ltd",1450,chiangrai,"Coffeas Co., Ltd.",20,20,Specialty Coffee Institute of Asia,2014,February,2015,Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,81.17,0.12,0,0,Blue-Green,0,February,2016,Specialty Coffee Institute of Asia
Arabica,Victoria,Philippines,s3v international importing,1200,corillera administrative,"COFFEE FOR PEACE,INC.",2,2,Specialty Coffee Association,2014,January,2015,Typica,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,81.17,0,0,0,None,4,January,2016,Specialty Coffee Association
Arabica,Taylor Winch (T) Ltd,"Tanzania, United Republic Of",taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,320,60,Africa Fine Coffee Association,2014,December,2014,Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,81.17,0.12,0,0,Bluish-Green,2,December,2015,Africa Fine Coffee Association
Arabica,AFCA,Malawi,r.w.j wallace ltd,995,southern- zomba,R.W.J. Wallace Ltd,300,60,Africa Fine Coffee Association,2014,November,2014,Caturra,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,81.17,0.12,0,0,Green,12,November,2015,Africa Fine Coffee Association
Arabica,Eric Thormaehlen,Costa Rica,coricafe s.a.,1300,central valley,VARIOS,250,1,Specialty Coffee Association of Costa Rica,2014,May,2014,Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,81.17,0.11,0,0,Green,3,May,2015,Specialty Coffee Association of Costa Rica
Arabica,BOURBON SPECIALTY COFFEES,Brazil,bourbon specialty coffees,,monte carmelo,JOSE RENATO BAIARDI,300,1,NUCOFFEE,2013,February,2014,Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,81.17,0.11,0,0,Green,3,February,2015,NUCOFFEE
Arabica,JULIO PEREZ HERNANDEZ,Mexico,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1,AMECAFE,2012,August,2012,Typica,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,81.17,0.13,3,0,Green,7,August,2013,AMECAFE
Arabica,The Coffee Source Inc.,Guatemala,the coffee source inc.,1450,oriente,Finca Quequesquez,250,1,Specialty Coffee Association,2012,August,2012,Caturra,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,81.17,0.12,0,0,Green,4,August,2013,Specialty Coffee Association
Arabica,NUCOFFEE,Brazil,nucoffee,1000,south of minas,Bruno de Andrade Frota,17,60,NUCOFFEE,2012,January,2012,Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,81.17,0.12,0,0,Green,1,January,2013,NUCOFFEE
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,kona,,4,100,Specialty Coffee Association,,September,2011,,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,7.75,81.17,0.04,3,0,,0,September,2012,Specialty Coffee Association
Arabica,KERCHANSHE,Ethiopia,kerchanshe trading plc,0,sidamo,Kerchanshe trading plc,300,60,Specialty Coffee Institute of Asia,2016,July,2017,,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,81.08,0.11,0,0,,1,July,2018,Specialty Coffee Institute of Asia
Arabica,Gregorio Sebba,Brazil,garca armazens,695,alta paulista (sao paulo),José Olavo Boechat,500,60,Specialty Coffee Association,2016,June,2017,Mundo Novo,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,81.08,0.11,5,0,Green,8,June,2018,Specialty Coffee Association
Arabica,Rolando Lacayo,Nicaragua,"comercial internacional exportadora, s.a.",1100,jinotega,ROLANDO LACAYO,275,69,Asociación de Cafés Especiales de Nicaragua,2015,March,2015,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,81.08,0.11,0,0,,1,March,2016,Asociación de Cafés Especiales de Nicaragua
Arabica,Wali Ali,United States,conscious bean coffee,1707,central america,JuanAna Coffee Association,1,5,Specialty Coffee Association,2014,March,2015,Pache Comun,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,81.08,0,0,0,,0,March,2016,Specialty Coffee Association
Arabica,Taylor Winch (T) Ltd,"Tanzania, United Republic Of",taylor winch (t) ltd,1456,"iwala village, mbeya rural",Taylor Winch (T) ltd,54,60,Africa Fine Coffee Association,2014,January,2015,Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,81.08,0.13,0,0,Green,2,January,2016,Africa Fine Coffee Association
Arabica,The Coffee Source Inc.,Costa Rica,the coffee source inc.,1500,naranjo,Several,250,1,Specialty Coffee Association of Costa Rica,2014,December,2014,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,81.08,0.13,0,0,Green,0,December,2015,Specialty Coffee Association of Costa Rica
Arabica,German Negron,United States (Puerto Rico),"hacienda alto grande, llc.",853,yauco region,Hacienda Alto Grande,18,5,Specialty Coffee Association,2013,May,2014,Other,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,81.08,0,0,0,Green,0,May,2015,Specialty Coffee Association
Arabica,OBED RENDON PONCE,Mexico,cafetera el grande s.a. de c.v.,1650,san fernando,MEDINA PEDRERO PRODUCTOS AGRÍCOLAS SA DE CV,100,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08,0.13,5,0,None,16,September,2013,AMECAFE
Arabica,DIEGO MANUEL WOOLRICH RAMIREZ,Mexico,,1300,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08,0.12,0,0,Green,2,September,2013,AMECAFE
Arabica,GERARDO HERNANDEZ VALDERRABANO,Mexico,comercializadora profesional mexicana s.a. de c.v.,1642,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,40,1,AMECAFE,2012,August,2012,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08,0.11,0,0,Green,5,August,2013,AMECAFE
Arabica,BALBINO RAMIREZ FLORES,Mexico,,1200,talpa de allende,BALBINO RAMIREZ FLORES,15,1,AMECAFE,2012,July,2012,Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08,0.1,0,0,Green,1,July,2013,AMECAFE
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),kpfc,,,,2,100,Specialty Coffee Association,2012,February,2012,Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,81.08,0.06,0,0,Blue-Green,0,February,2013,Specialty Coffee Association
Arabica,BOURBON SPECIALTY COFFEES,Brazil,bourbon specialty coffees,,grama valley,GABRIEL CARVALHO DIAS,300,59,Brazil Specialty Coffee Association,,January,2018,Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81,0.11,0,6,Green,9,January,2019,Brazil Specialty Coffee Association
Arabica,Consejo Salvadoreño del Café,El Salvador,soc. coop. cuzcachapa de r.l.,1450,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",100,69,Salvadoran Coffee Council,2017,August,2017,Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,81,0,0,2,Green,6,August,2018,Salvadoran Coffee Council
Arabica,BOURBON SPECIALTY COFFEES,Brazil,bourbon specialty coffees,,grama valley,GABRIEL DE CARVALHO DIAS,300,59,Brazil Specialty Coffee Association,2016,September,2016,Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81,0.11,0,2,Bluish-Green,3,September,2017,Brazil Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1000,norte,CHAPULTEPEC,120,69,Asociacion Nacional Del Café,2016,August,2016,Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81,0.09,0,0,Green,8,August,2017,Asociacion Nacional Del Café
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1600,guayata,,43,70,Almacafé,2016,July,2016,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,0,0,4,Green,4,July,2017,Almacafé
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69,Asociacion Nacional Del Café,2015,July,2015,Bourbon,Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,0.11,0,0,Green,1,July,2016,Asociacion Nacional Del Café
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,taiwan coffee laboratory,758,"dongshan dist., tainan city 臺南市東山區",HU KUEI CHING 胡桂青,10,5,Specialty Coffee Association,2015,May,2015,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,81,0.12,0,0,Bluish-Green,0,May,2016,Specialty Coffee Association
Arabica,Mayra Yessenia Torres,Honduras,"olam honduras, s.a.",1350,san marcos,NELSON MELGAR & REGINO MELGAL,275,18975,Instituto Hondureño del Café,2014,January,2015,Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81,0.12,0,0,Green,1,January,2016,Instituto Hondureño del Café
Arabica,BOURBON SPECIALTY COFFEES,Brazil,bourbon specialty coffees,,cerrado,,300,60,Brazil Specialty Coffee Association,2014,January,2015,Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81,0.12,0,0,Green,0,January,2016,Brazil Specialty Coffee Association
Arabica,Mlimani Ngarashi,"Tanzania, United Republic Of",mlimani ngarashi,1525,arusha,Mlimani Ngarashi,1,60,Africa Fine Coffee Association,2014,December,2014,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81,0.12,0,0,Green,5,December,2015,Africa Fine Coffee Association
Arabica,Kyagalanyi Ltd,Uganda,kyagalanyi coffee ltd,1700,eastern,Kyagalanyi coffee Ltd,320,60,Uganda Coffee Development Authority,2013,June,2014,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,81,0.12,0,0,Green,3,June,2015,Uganda Coffee Development Authority
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,1100,nantou,Zhou hong xiu 周紅秀,10,30,Blossom Valley International,2013,December,2013,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,81,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,Doi Tung Development Project,Thailand,doi tung development project,801,thailand,Doi Tung Development Project,2,1,Specialty Coffee Association,2012,May,2013,,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81,0,0,0,Green,3,May,2014,Specialty Coffee Association
Arabica,ALEJANDRO GARCIA PALACIOS,Mexico,industrializadora de kaffee andes s.a. de c.v.,950,"motozintla, chiapas",MARTHA PALACIOS,10,1,AMECAFE,2012,September,2012,Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81,0.12,0,0,Green,12,September,2013,AMECAFE
Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,organizaciones de productores de cafe colimense sa de cv,1100,adolfo lopez mateos,COOP,200,1,AMECAFE,2012,July,2012,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81,0,0,0,Green,8,July,2013,AMECAFE
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,八杞莊園,200,taiwan,蕭閔家,150,1,Blossom Valley International,2017,December,2017,Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,80.92,0,0,0,Blue-Green,0,December,2018,Blossom Valley International
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1901,oriente,"AGRICOLA EL PILAR, S.A.",25,69,Asociacion Nacional Del Café,2017,August,2017,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0,Green,2,August,2018,Asociacion Nacional Del Café
Arabica,Lydiah Mwangi,Kenya,c dorman ltd,1600,kiambu,thiririka/Thima,150,60,Kenya Coffee Traders Association,2017,July,2017,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,80.92,0.11,0,0,Green,3,July,2018,Kenya Coffee Traders Association
Arabica,Grupo Santab S.A de C.V.,Mexico,grupo santab s.a. de c.v.,1100,veracruz,Jose Oscar Garza Sardaneta,240,69,Centro Agroecológico del Café A.C.,2017,May,2017,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,0.11,0,0,Green,11,May,2018,Centro Agroecológico del Café A.C.
Arabica,Min Hlaing,Myanmar,"sithar coffee co., ltd.",1067,pyinoolwin,Min Hlaing,2,2,Coffee Quality Institute,2015,July,2015,Other,Other,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92,0,0,0,,5,July,2016,Coffee Quality Institute
Arabica,Eileen Koyanagi,United States (Hawaii),kona pacific farmers cooperative,,kona,,7,100,Specialty Coffee Association,2014,January,2015,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,80.92,0.1,2,0,Bluish-Green,5,January,2016,Specialty Coffee Association
Arabica,Karatu Estate,"Tanzania, United Republic Of",karatu estate,1700,"manyara, karatu",Karatu Estate,250,60,Africa Fine Coffee Association,2014,December,2014,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92,0.12,0,0,Green,0,December,2015,Africa Fine Coffee Association
Arabica,Jacques Pereira Carneiro,Brazil,exportadora de cafés carmo de minas ltda,1200,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60,Brazil Specialty Coffee Association,2014,December,2014,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,80.92,0.12,0,0,Green,8,December,2015,Brazil Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,550,台中新社,張文進,10,60,Blossom Valley International,2014,November,2014,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,80.92,0.09,0,0,Green,0,November,2015,Blossom Valley International
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2,Specialty Coffee Association,2014,October,2014,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,80.92,0.1,0,0,None,0,October,2015,Specialty Coffee Association
Arabica,Chris Finch,Nicaragua,volcafe specialty coffee,1050,matagalpa,,275,1,Specialty Coffee Association,2013,July,2014,Caturra,Washed / Wet,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,80.92,0.1,1,0,Green,3,July,2015,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2014,June,2014,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,80.92,0.12,2,0,Green,5,June,2015,Asociacion Nacional Del Café
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,900,taichung taiping 台中市太平區,Lu bi yun呂碧云,35,30,Blossom Valley International,2013,December,2013,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,0,0,,0,December,2014,Blossom Valley International
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,688,nantou,Ding jin cai 丁金財,5,30,Blossom Valley International,2013,December,2013,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,80.92,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,300,new taipei zhonghe 新北市中和區,Lu xing hui 呂星輝,10,20,Blossom Valley International,2013,December,2013,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,Mexico,,1186,ixhuatlan del cafe,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,60,1,AMECAFE,2012,July,2012,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92,0.13,0,0,Green,12,July,2013,AMECAFE
Arabica,Doi Tung Development Project,Thailand,,,,Doi Tung Development Project,3,1,Specialty Coffee Association,,April,2010,Peaberry,,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,80.92,0,0,0,,0,April,2011,Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Laos,宸嶧國際,1300,"paksong,laos","Paksong,Laos",20,50,Blossom Valley International,2016,June,2017,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,0,0,0,Green,0,June,2018,Blossom Valley International
Arabica,The Coffee Source Inc.,Guatemala,the coffee source inc.,1200,orient,several,250,1,Specialty Coffee Association of Costa Rica,2013,May,2014,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83,0.11,0,0,Green,1,May,2015,Specialty Coffee Association of Costa Rica
Arabica,LUIS ROBERTO FERMOSO BELTRAN,Mexico,productora rural la victoria s.p.r. de r.l.,1210,motozintla,DOMINGO MUGUIRA REVUELTA,15,1,AMECAFE,2012,August,2012,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83,0.13,0,0,Green,7,August,2013,AMECAFE
Arabica,JOSE MANUEL VERGARA CORTES,Mexico,café san blas,1100,oaxaca,JUAN JOSE CASAS BLANCO,30,1,AMECAFE,2012,August,2012,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,0.11,0,0,Green,3,August,2013,AMECAFE
Arabica,CHRISTINA DUSING,Mexico,,100,veracruz,MOISES GUILLERMO CARRERA MONTES,100,1,AMECAFE,2012,July,2012,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,0.13,0,0,Green,1,July,2013,AMECAFE
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),cqi,,kona,,7,100,Specialty Coffee Association,2012,February,2012,Hawaiian Kona,Washed / Wet,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,80.83,0.1,2,0,Blue-Green,0,February,2013,Specialty Coffee Association
Arabica,Exportadora de Cafe Condor S.A,Colombia,,1800,huila,Exportadora de Café Cóndor S.A,250,70,Almacafé,2010,January,2011,,,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,80.83,0.01,0,0,,1,January,2012,Almacafé
Arabica,BOURBON SPECIALTY COFFEES,Brazil,bourbon specialty coffees,,monte carmelo,DIOGO TUDELA NETO,320,60,Brazil Specialty Coffee Association,2015,October,2015,,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75,0,0,0,Green,1,October,2016,Brazil Specialty Coffee Association
Arabica,U Soe,Myanmar,,1166,ywar ngan,U Soe,1,2,Coffee Quality Institute,2015,July,2015,Catuai,Washed / Wet,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,0,0,0,Green,2,July,2016,Coffee Quality Institute
Arabica,Juan Luis Alvarado Romero,Guatemala,exportcafe,1707,huehuetenango,OTTONIEL VILLATORO LOPEZ,275,69,Asociacion Nacional Del Café,2015,June,2015,Caturra,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,0.12,0,0,Green,1,June,2016,Asociacion Nacional Del Café
Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,"comercial internacional exportadora, s.a.",1100,jinotega,ROLANDO LACAYO,275,69,Asociación de Cafés Especiales de Nicaragua,2015,May,2015,Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,0.12,0,0,Green,5,May,2016,Asociación de Cafés Especiales de Nicaragua
Arabica,Bismarck Castro,Honduras,cigrah s.a de c.v,1450,"siguatepeque, comayagua",La Gran Manzana,275,1,Instituto Hondureño del Café,2015,May,2015,Caturra,Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,0.11,0,0,Green,2,May,2016,Instituto Hondureño del Café
Arabica,EssenceCoffee,Panama,essence coffee,1680,boquete,Lamastus,100,60,Blossom Valley International,2014,May,2015,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,0.11,1,0,Green,4,May,2016,Blossom Valley International
Arabica,CADEXSA,Honduras,cadexsa,1350,marcala,Jose Omar Acosta,275,1,Instituto Hondureño del Café,2015,May,2015,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,0.09,0,0,Green,2,May,2016,Instituto Hondureño del Café
Arabica,,Honduras,cigrah,1450,central region,Reinerio Zepeda,275,1,Instituto Hondureño del Café,2015,March,2015,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,0.13,0,0,Green,1,March,2016,Instituto Hondureño del Café
Arabica,The Coffee Source Inc.,Costa Rica,the coffee source inc.,1300,san ramon,SEVERAL,250,3,Specialty Coffee Association,2014,April,2014,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75,0.11,0,0,Green,0,April,2015,Specialty Coffee Association
Arabica,DIEGO MANUEL WOOLRICH RAMIREZ,Mexico,,1200,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",30,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,0.11,0,0,Green,2,September,2013,AMECAFE
Arabica,Myriam Kaplan-Pasternak,Haiti,haiti coffee,1000,haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,1,2,Specialty Coffee Association,2012,May,2012,Typica,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,0.12,0,0,Green,0,May,2013,Specialty Coffee Association
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona,,3,2,Specialty Coffee Association,2011,December,2011,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,80.75,0.13,0,0,Bluish-Green,6,December,2012,Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,,taiwan,唐權盛,160,1,Blossom Valley International,2016,August,2016,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,80.67,0,0,0,Green,1,August,2017,Blossom Valley International
Arabica,Aulia Arif Syahri,Indonesia,pt. olam indonesia,1350,sumatra brastagi,Surbakti,200,30,Specialty Coffee Association,2015,November,2015,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,0.13,0,0,Blue-Green,1,November,2016,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,150,60,Asociacion Nacional Del Café,2015,October,2015,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,0.11,0,0,Green,0,October,2016,Asociacion Nacional Del Café
Arabica,"CECA, S.A.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,240,1,Specialty Coffee Association of Costa Rica,2015,February,2015,Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67,0.11,0,0,Blue-Green,4,February,2016,Specialty Coffee Association of Costa Rica
Arabica,AFCA,Malawi,r.w.j wallace ltd,995,southern- zomba,R.W.J. Wallace Ltd,100,60,Africa Fine Coffee Association,2014,November,2014,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,0.12,0,0,Bluish-Green,1,November,2015,Africa Fine Coffee Association
Arabica,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Mexico,cafe don balbino s.c. de r.l. de c.v.,1200,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,20,1,AMECAFE,2014,October,2014,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,0.12,0,0,Green,4,October,2015,AMECAFE
